Key,Text,Hash
SESSION_HAS_NOT_STARTED,La session n’a pas commencé.,ec7ca566
SESSION_IS_IN_PROGRESS,La session est en cours.,b30ad69a
SESSION_IS_STARTING_SOON,La session va bientôt commencer.,c3abc7d1
SESSION_SLIDES,Diapositives de la session,7748a514
SET_PLANTING_COMPLETE,Plantation terminée,3bea077e
SET_REMINDER,Définir un rappel,ad81e3b3
SET_UP,Configurer,6096080e
SET_UP_NURSERY,Configurer la pépinière,25ab7370
SET_UP_SEED_BANK,Configurer la banque de semences,6f047a89
SET_UP_YOUR_SENSOR_KIT,Configurer votre kit de capteurs,755198dc
SET_UP_YOUR_SENSOR_KIT_MSG,"Si votre banque de semences a été construite par Terraformation, elle est équipée d’un kit de capteurs qui vous permet de surveiller à distance des éléments tels que la température et l’humidité de la banque de semences. Pour configurer cela, vous devrez connecter votre banque de semences à l’application web Terraware. Cette opération peut prendre jusqu’à 30 minutes.",7d225e3a
SETTINGS,Paramètres,38560978
SHRUB,Arbuste,af50871c
SHRUB_TREE,Arbuste ou arbre,0f62c260
SHRUBS,Arbustes,377018f6
SILVOPASTURE,Agroforesterie pâturée,9d942e38
SIMPLE_SITE,Site simple,760ab731
SINGLE_SPECIES_MORTALITY_RATE_MESSAGE,"Vous n’avez actuellement qu’une seule espèce avec un taux de mortalité. Lorsque vous en aurez davantage, l’espèce avec le taux de mortalité le plus bas apparaîtra.",7a03186c
SINGLE_ZONE_MORTALITY_RATE_MESSAGE,"Vous n’avez actuellement qu’une seule zone avec un taux de mortalité. Lorsque vous en aurez davantage, la zone avec le taux de mortalité le plus bas apparaîtra.",d60bd477
SITE,Site,925ca15b
SITE_BOUNDARY,Limite du site,ee9dc83f
SITE_BOUNDARY_ABSENT_WARNING,Veuillez dessiner une limite de site.,495ebdb5
SITE_BOUNDARY_DESCRIPTION_0,Dessinez ci-dessous la limite du site de plantation. Toutes les zones plantables de votre projet doivent être incluses dans la limite du site.,1eb2c82f
SITE_BOUNDARY_DESCRIPTION_1,Utilisez l’outil de dessin {0} pour tracer la limite du site de plantation. [Regardez un tutoriel] sur la façon de dessiner les limites de site.,8a4e2537
SITE_BOUNDARY_DESCRIPTION_2,"La limite du site doit tenir dans un cadre de moins de 20 000 hectares. Si elle est plus grande, envisagez de diviser le site en plusieurs sites de plantation.",6495bc67
SITE_BOUNDARY_DESCRIPTION_3,Zoomez sur l’emplacement du site de plantation. Cliquez ensuite sur les zones de la carte pour ajouter des points à la limite du site. Terminez la délimitation en double-cliquant ou en cliquant à nouveau sur le point de départ.,14d699d1
SITE_BOUNDARY_DESCRIPTION_4,"Pour modifier la forme de la limite du site, cliquez sur la forme pour changer les points. Pour supprimer la forme, cliquez sur le bouton {0}.",3fd2c49c
SITE_BOUNDARY_DESCRIPTION_WARN,"La limite doit tenir dans un cadre de moins de 20 000 hectares. Sinon, envisagez de diviser le site en plusieurs sites de plantation.",d08eac83
SITE_BOUNDARY_ERRORS,Des erreurs se sont produites dans la limite du site.,916536c6
SITE_BOUNDARY_POLYGON_TOO_LARGE,La limite avec une superficie de {0} hectares dépasse {1} hectares.,5ff19bff
SITE_BOUNDARY_POLYGON_TOO_SMALL,La limite avec une superficie de {0} hectares est inférieure à 100 m x 100 m.,e140c0c1
SITE_BOUNDARY_SIMPLE_SITE_NOTE,"Remarque : Par défaut, les sites simples comprendront une seule zone et une seule sous-zone couvrant l’ensemble du site de plantation.",30664f85
SITE_BOUNDING_AREA_TOO_LARGE,La zone délimitée de {0} hectares est trop grande.,d32baa28
SITE_DETAIL,Détail du site,c7f1672e
SITE_EDIT_DISABLED_TOOLTIP,Le site de plantation est actuellement à l’état de brouillon – seul son créateur peut le modifier.,07fbd64b
SITE_EDITOR_USE_DESKTOP,Cette fonctionnalité est uniquement disponible depuis l’application de bureau.,1c4eb37d
SITE_EXCLUSION_AREAS_DESCRIPTION_0,"Les zones à l’intérieur de la limite du site qui ne sont pas plantables doivent être exclues. Ces zones d’exclusion seront retirées des calculs de surface plantable et ne seront pas suivies dans le cadre de l’observation de routine du site. Exemples de zones à exclure : routes, plans d’eau et dépendances.",6e688969
SITE_EXCLUSION_AREAS_DESCRIPTION_1,Tracez ci-dessous les limites des zones d’exclusion du site de plantation. Utilisez l’outil de dessin {0} pour dessiner les zones d’exclusion du site de plantation. [Regardez un tutoriel] sur la création de zones d’exclusion. Passez cette étape s’il n’y a aucune zone à exclure.,35dcbf47
SITE_EXCLUSION_AREAS_DESCRIPTION_2,Excluez des zones du site de plantation en dessinant des formes à l’intérieur ou en chevauchant la limite du site de plantation. Terminez les formes des zones d’exclusion en double-cliquant ou en cliquant à nouveau sur le point de départ.,e7b47271
SITE_EXCLUSION_AREAS_OPTIONAL,Zones d’exclusion (optionnel),434ba2b3
SITE_EXCLUSION_ERRORS,Des erreurs se trouvent dans la limite d’exclusion.,dc334f43
SITE_LOCATION,Emplacement du site,e0a85b19
SITE_MAP,Carte du site,df2fc60a
SITE_SUBZONE_BOUNDARIES,Limites des sous-zones,7ac3bfe9
SITE_SUBZONE_BOUNDARIES_DESCRIPTION_0,"Chaque zone de votre site de plantation est divisée en une ou plusieurs sous-zones. Une sous-zone est la plus petite surface à laquelle des plants peuvent être attribués lors de la plantation. Les sous-zones doivent être dimensionnées de manière à pouvoir être entièrement plantées au cours d’une seule saison de plantation. En général, les sous-zones font entre 50 et 200 hectares.",06578b84
SITE_SUBZONE_BOUNDARIES_DESCRIPTION_1,Dessinez ci-dessous les sous-zones de votre site de plantation. Commencez par sélectionner une zone dans laquelle créer des sous-zones. Utilisez l’outil de découpe {0} pour créer des formes de sous-zones (polygones) à l’intérieur des zones. [Regardez un tutoriel] sur l’ajout de limites de sous-zones.,ce217578
SITE_SUBZONE_BOUNDARIES_SELECT_A_ZONE,Sélectionnez une zone pour créer des sous-zones.,509670b6
SITE_SUBZONE_BOUNDARIES_SELECTED_ZONE,La zone {0} est actuellement sélectionnée pour la création de sous-zones.,5e6cd6a3
SITE_SUBZONE_BOUNDARIES_TOO_SMALL,Une ou plusieurs sous-zones ont une limite inférieure à 25 m x 25 m,c1d1a11f
SITE_SUBZONE_BOUNDARY_TOO_SMALL,Limite de sous-zone inférieure à 25 m x 25 m,69d2798b
SITE_WITH_NAME_EXISTS,Un site portant ce nom existe déjà.,8a2a38fc
SITE_ZONE_BOUNDARIES,Limites des zones,15e88feb
SITE_ZONE_BOUNDARIES_DESCRIPTION_0,"Une zone est un stratum (couche de végétation) du site de plantation où les conditions de plantation et de croissance sont similaires. Chaque site de plantation doit comporter au moins une zone et généralement pas plus de cinq. Un exemple de zone est le versant d’une colline orientée à l’est, où l’ensoleillement et les conditions du sol sont similaires.",3781c2ed
SITE_ZONE_BOUNDARIES_DESCRIPTION_1,Dessinez ci-dessous les zones de votre site de plantation. Utilisez l’outil de découpe {0} pour créer des polygones à l’intérieur des limites du site pour les zones. [Regardez un tutoriel] sur l’ajout de limites de zones.,4446f1c1
SITE_ZONE_BOUNDARIES_SIZE,Les zones doivent avoir une taille minimale de 100 m x 100 m.,a6121c9f
SITE_ZONE_BOUNDARIES_TOO_SMALL,Une ou plusieurs zones ont une limite inférieure à 100 m x 100 m.,bd03c181
SITE_ZONE_BOUNDARY_TOO_SMALL,Limite de zone inférieure à 100 m x 100 m.,bee2858c
SITE_ZONE_NAMES_MISSING,Une ou plusieurs zones n'ont pas de nom. Cliquez sur une zone pour modifier son nom.,210e36e1
SKIP,Ignorer,2198bbf5
SLACK,Slack,c15b5d48
SLACK_LINK,Lien Slack,45b022ae
SLIDES_URL,URL des diapositives,2d6bb620
SOAK,Faire tremper,1eb78e7b
SOCIAL_IMPACT,Impact social,34c0ea7c
SOCIAL_IMPACT_INSTRUCTIONS,"Indiquez les avantages directs du projet pour la communauté locale. Les avantages spécifiques peuvent inclure l'impact sur les moyens de subsistance, l'éducation et la formation communautaires, l'accès à l'eau potable, le soutien aux jeunes, aux femmes et/ou aux groupes minoritaires, ainsi que d'autres bénéfices socioéconomiques et communautaires du projet. Veuillez inclure les indicateurs spécifiques que vous utilisez pour mesurer l'impact sur la communauté et les résultats que vous avez suivis au fil du temps. (Une demi-page maximum.)",08a8aaaa
SOCIAL_IMPACT_REQUIRED,Impact social et avantages pour la communauté *,6f21762c
SOIL,Sol,bba67d3a
SOIL_PHOTO,Photo du sol,5a089072
SOMETHING_WENT_WRONG,Une erreur s'est produite.,53066e12
SOMETHING_WENT_WRONG_MESSAGE,"Si vous rencontrez des difficultés avec Terraware, veuillez signaler tout problème rencontré et nous y remédierons.",c506e77d
SOMETHING_WENT_WRONG_TITLE,Une erreur s'est produite...,bf2e66a4
SOURCING,Approvisionnement,dc1a071d
SOUTHEAST_CORNER_LATITUDE,Latitude du coin sud-est,25510ec5
SOUTHEAST_CORNER_LONGITUDE,Longitude du coin sud-est,a15c5f33
SOUTHWEST_CORNER_LATITUDE,Latitude du coin sud-ouest,11768ce8
SOUTHWEST_CORNER_LONGITUDE,Longitude du coin sud-ouest,170c539d
SPECIES,Espèces,bb344d18
SPECIES_APPROVED,Espèces approuvées,448567d6
SPECIES_CARD_DESCRIPTION,Consultez les espèces référencées dans vos entrées de semences et de plants.,834fb3c8
SPECIES_CATEGORIES,Catégories d'espèces,b63aa30d
SPECIES_CATEGORIES_NUMBER,Catégories d'espèces ({0}),6f417e9f
SPECIES_CATEGORIES_TOOLTIP,"Catégories d'espèces indique le pourcentage total de plants plantés qui sont rares et menacés, selon l'espèce.",e6a1dcfe
SPECIES_CLASSIFICATION,Classification des espèces,2e8b4fb1
SPECIES_DESCRIPTION,"Gérez la liste des espèces de votre organisation pour la planification, l'exploitation et le reporting.",b1943eab
SPECIES_EMPTY_MSG_BODY,Saisissez dès maintenant les espèces que vous collectez ou plantez afin de simplifier votre expérience sur le terrain.,20250069
SPECIES_IMPORT_COMPLETE,Importation des données d'espèces terminée !,74b00dc5
SPECIES_LAST_UPDATED,Dernière mise à jour de l'espèce,062c5811
SPECIES_LIST,Liste des espèces,d31336cb
SPECIES_LIST_DELIVERABLE_ADD_SPECIES_ACTIVE_DELIVERABLE_INFO,L’ajout de cette espèce à ce projet réinitialisera le statut de votre livrable d’espèces actif. Vous devrez soumettre à nouveau le livrable pour approbation.,a7666051
SPECIES_LIST_DELIVERABLE_ADD_SPECIES_RECENT_DELIVERABLE_INFO,L’ajout de cette espèce à ce projet réinitialisera le statut de votre livrable d’espèces le plus récent. Vous devrez soumettre à nouveau le livrable pour approbation.,85b6514a
SPECIES_LIST_NO_ORGANIZATION_SPECIES_BODY,Allez dans « Espèces » et ajoutez des espèces à votre organisation afin de pouvoir les sélectionner pour ce projet. Vous trouverez des instructions plus détaillées dans notre [Base de connaissances].,b3033148
SPECIES_LIST_NO_ORGANIZATION_SPECIES_TITLE,Aucune espèce pour l’organisation,8fc21ed9
SPECIES_MATCHED,Espèces correspondantes,429dfb05
SPECIES_MORTALITY,Mortalité des espèces,dcb7fa5b
SPECIES_MORTALITY_TOOLTIP,La mortalité des espèces affiche les espèces ayant les taux de mortalité les plus élevés et les plus faibles parmi les zones observées.,7a719486
SPECIES_NAME,Nom de l'espèce,26123a34
SPECIES_NOT_ACCEPTED,Espèce non acceptée,5383ef6c
SPECIES_OBSERVED,Espèces observées,1759de27
SPECIES_PROBLEM_NAME_IS_SYNONYM,Le nom est un synonyme,c38f5499
SPECIES_PROBLEM_NAME_MISSPELLED,Nom mal orthographié,58f35a8c
SPECIES_PROBLEM_NAME_NOT_FOUND,Nom non trouvé,6f1d18da
SPECIES_REQUIRED,Espèce *,1d0d4b75
SPECIES_SCIENTIFIC_NAME,Nom scientifique de l'espèce,bc37b10f
SPECIES_SELECTED,Espèce sélectionnée,820edb46
SPECIES_USAGE,Utilisation de l'espèce,0669cb85
STAFF,Personnel,6b242686
STAKEHOLDERS_AND_COMMUNITY_IMPACT,Parties prenantes et impact sur la communauté,a0af66ae
STANDARD,Standard,88d7d08c
STANDARD_DEVIATION,Écart type,f2864fab
STANDARD_METRICS,Indicateurs standards,426fe201
START,Démarrer,85c0e4d4
START_DATE,Date de début,892f6912
START_DATE_REQUIRED,Date de début *,f4309372
START_NEW_APPLICATION,Commencer une nouvelle demande,94edbd44
START_OVER,Recommencer,9a3b31d8
START_OVER_CONFIRMATION,Êtes-vous sûr ?,d4536b91
START_OVER_WARNING,"Les limites du site, les zones d’exclusion, les zones et sous-zones seront effacées, et vous devrez fournir à nouveau ces informations.",346eb1dc
START_TIME,Heure de début,f053adca
STARTED,Commencé : {0},4eb912f4
STATE,État,655a3fbb
STATE_PROVINCE_REGION,État/Province/Région,bec083fc
STATE_REQUIRED,État *,917ddf08
STATS_WARNING_DESCRIPTION_1,Les statistiques d’observation ont été calculées après que cette sous-zone a été marquée comme Plantation terminée.,2a46c0f5
STATS_WARNING_DESCRIPTION_2,Annuler le statut Plantation terminée supprimera ces statistiques. Êtes-vous sûr de vouloir annuler ?,d75cb848
STATUS,Statut,213765a6
STATUS_WITH_STATUS,Statut : {0},67587035
STORAGE,Stockage,bba4a98a
STORED,Stocké,f74eae19
STORING,Stockage en cours,2e386dbc
STRATIFICATION,Stratification,f19a442c
SUB_LOCATION,Sous-emplacement,76bcf83f
SUB_LOCATION_DETAILS,Détails du sous-emplacement,dfa61b63
SUB_LOCATION_EXISTS,Ce sous-emplacement existe déjà,b2a86dbc
SUB_LOCATIONS,Sous-emplacements,675f45ab
SUBMIT,Soumettre,25f68513
SUBMIT_ACCELERATOR_REPORT_MESSAGE,Êtes-vous sûr de vouloir soumettre ce rapport pour approbation ? Cette action sera irréversible.,678a2970
SUBMIT_APPLICATION,Soumettre la demande,93977aa8
SUBMIT_DOCUMENT,Soumettre le document,a1eac654
SUBMIT_FOR_APPROVAL,Soumettre pour approbation,804343a8
SUBMIT_PRESCREEN,Soumettre la présélection,1b325a72
SUBMIT_PRESCREEN_CONFIRMATION,Vous êtes sur le point de soumettre votre présélection.,11be498f
SUBMIT_QUESTIONNAIRE_CONFIRMATION,Êtes-vous sûr de vouloir soumettre ce questionnaire pour approbation ?,b3653f0a
SUBMIT_SPECIES_CONFIRMATION,Êtes-vous sûr de vouloir soumettre cette liste d'espèces pour approbation ?,47f7bdd3
SUBMITTED,Soumis,1a85a760
SUBMITTED_BY,Soumis par,3c23aee3
SUBSET_COUNT,Nombre de sous-ensembles,8f4d7c8b
SUBSET_COUNT_POSITIVE,Le nombre de sous-ensembles doit être un nombre positif,f3cb9f62
SUBSET_WEIGHT,Poids du sous-ensemble,6c11760f
SUBSET_WEIGHT_ERROR,Le poids du sous-ensemble doit être inférieur au poids des semences,90471b25
SUBSET_WEIGHT_POSITIVE,Le poids du sous-ensemble doit être un nombre positif,8f1b1fed
SUBSET_WEIGHT_REQUIRED,Vous devez saisir un poids et un nombre de sous-ensembles afin de déterminer approximativement le nombre de semences lors d’un retrait vers une pépinière. Cela peut être fait en modifiant la quantité de cette accession.,18baf19c
SUBSHRUB,Sous-arbrisseau,f13ec462
SUBSTRATE,Substrat,74ff28de
SUBSTRATE_AFTER,Substrat (après),4f743cf7
SUBSTRATE_BEFORE,Substrat (avant),34fc5273
SUBSTRATE_NOTES,Notes sur le substrat,c0562901
SUBTITLE_APPLICATION_GET_STARTED,"Pour commencer, veuillez créer votre Organisation dès maintenant. Une fois votre Organisation créée, il vous sera demandé de remplir un formulaire de présélection afin de déterminer l’éligibilité de votre projet.",dae63e59
SUBTITLE_GET_STARTED,"Pour commencer, veuillez créer votre organisation dès maintenant. Vous pourrez ensuite configurer et gérer les membres de votre organisation, la liste des espèces, les emplacements et les projets.",1be1a60d
SUBZONE,Sous-zone,efc58319
SUBZONE_BOUNDARIES,Limites de la sous-zone,7ac3bfe9
SUBZONE_NAME_IN_USE,Le nom de la sous-zone est déjà utilisé.,64a22be0
SUBZONE_PLANTING_COMPLETED_SUCCESS,Sous-zone(s) marquée(s) comme plantation terminée.,a70f726f
SUBZONE_PLANTING_UNCOMPLETED_SUCCESS,Sous-zone(s) marquée(s) comme plantation incomplète.,9928a3a5
SUBZONE_REQUIRED,Sous-zone *,4e9bbf61
SUBZONES,Sous-zones,d28785f2
SUCCESS,Succès,cbb4902d
SUCCESS_STORIES,Histoires de réussite,a5cb3671
SUCCESS_STORIES_INSTRUCTIONS,Fournissez un récit concis d'une à deux histoires de réussite personnalisées. (Une demi-page maximum.),81363354
SUCCESS_STORIES_REQUIRED,Histoires de réussite *,eed11aad
SUCCESSIONAL_GROUP,Groupe successionnel,c27d86f8
SUCCESSIONAL_GROUP_EARLY_SECONDARY,Secondaire précoce,25c1dd23
SUCCESSIONAL_GROUP_LATE_SECONDARY,Secondaire tardif,4817ea1d
SUCCESSIONAL_GROUP_MATURE,Mature,20bb27db
SUCCESSIONAL_GROUP_PIONEER,Pionnier,909ea222
SUGGESTION,Suggestion,9e30c163
SUMMARY,Résumé,430d4ee5
SUMMARY_OF_PROGRESS,Résumé de l’avancement,c74014f3
SUMMARY_OF_PROGRESS_DESCRIPTION,Donnez un bref résumé de ce projet.,c60ce682
SUMMARY_OF_PROGRESS_REQUIRED,Résumé de l’avancement *,35c72f75
SUPPLEMENTAL_FILES,Fichiers supplémentaires,b655103c
SUSTAINABLE_DEVELOPMENT_GOALS,Objectifs de développement durable,905bfc54
SUSTAINABLE_TIMBER,Bois durable,b9574821
SW_CORNER_LATITUDE,Latitude du coin SO : {0},11be73c0
SW_CORNER_LONGITUDE,Longitude du coin SO : {0},28e4af3d
SYSTEM_METRICS,Métriques du système,c19498b7
TABLE_OF_CONTENTS,Table des matières,c4c6df6c
TABLE_SELECT_ALL_ROWS,Sélectionner les {0} lignes.,b2db09d4
TABLE_SELECT_NONE,Effacer la sélection.,37fe7c91
TABLE_SELECTED_ROW,{0} ligne sélectionnée.,ba665f0c
TABLE_SELECTED_ROW_ACROSS_PAGES,{0} ligne sélectionnée sur {1} pages.,c6d7a60e
TABLE_SELECTED_ROWS,{0} lignes sélectionnées.,09853cd6
TABLE_SELECTED_ROWS_ACROSS_PAGES,{0} lignes sélectionnées sur {1} pages.,8112f928
TABLE_UPDATED,Tableau mis à jour,4672dd04
TAKE_ME_THERE,M’y conduire,a6c46fcb
TARGET,Objectif,7f0a4d77
TARGET_DENSITY,Densité cible,239e7748
TARGET_DENSITY_PLANTS_PER_HECTARE,Cible : {0} plants/ha,8d266241
TARGET_DENSITY_TOOLTIP,"La densité cible est le nombre de plants par hectare visé pour la zone, fourni par l’administrateur qui gère le site de plantation.",8286c7d6
TARGET_HECTARES_PLANTED,Cible : {0} ha,8c7d580d
TARGET_PLANTING_DENSITY,Densité de plantation cible,4f350d39
TARGET_PLANTING_DENSITY_TOOLTIP,Densité de plantation cible pour la zone (plants par hectare).,79af64bc
TARGET_VS_OBSERVED_DENSITY,Densité cible vs. densité observée,6875286d
TARGETS,Objectifs,afd4bbf9
TEMPERATURE_AND_HUMIDITY_SENSOR_DATA,Données des capteurs de température et d’humidité,32e73f4f
TEMPLATE,Modèle,28afe27c
TEMPLATES,Modèles,a66a976a
TEMPORARY,Temporaire,4d5354bb
TERRAFORMATION_CONTACT,Contact Terraformation,65846c70
TERRAWARE_IS_SOFTWARE,"Terraware est un logiciel spécialisé, créé par [Terraformation], qui permet aux forestiers d’optimiser chaque étape de leurs projets forestiers, de la collecte des semences au calcul du carbone.",ca042b5f
TERRAWARE_METRIC_MESSAGE,Cette mesure provient directement des données de suivi dans Terraware.,cd131ec1
TERRAWARE_MOBILE_APP_IMAGE_ALT,Illustration de l’application mobile Terraware sur un smartphone.,3e805068
TEST,Test,e888ded7
TEST_DATE_REQUIRED,Date du test *,f53ff17e
TEST_METHOD,Méthode de test,078cfc4d
TEST_METHOD_REQUIRED,Méthode de test *,7d040e4d
TEST_TYPE,Type de test,523d6bdd
TESTING_STAFF,Personnel de test,32f891bd
TEXT_REQUIRED_BOTH_FIELDS,Un texte est requis pour les deux champs.,a4c500b6
THANK_YOU_FOR_CONTACTING_SUPPORT,Merci d’avoir contacté le support Terraware. Votre demande a été reçue. L’identifiant de votre demande est {0}.,733b2c42
THANK_YOU_FOR_USING_TERRAWARE,Merci d’utiliser Terraware !,c6999786
THERE_ARE_NO_SPECIES_ADDED_TO_THIS_PROJET_YET,Aucune espèce n’a encore été ajoutée à ce projet.,02f58d0e
THIS_ACTION_IS_NON_REVERSIBLE,Cette action est irréversible.,aecdef3a
THIS_DELIVERABLE_HAS_BEEN_APPROVED,Ce livrable a été approuvé. La liste des espèces et leur statut peuvent changer à mesure que d’autres livrables de listes d’espèces sont soumis.,28fcdf43
THIS_MODULE_CONTAINS,Ce module contient :,7982e848
THIS_OBSERVATION_INCLUDES,Cette observation inclut les sous-zones suivantes :,2b52b417
THIS_REPORT_HAS_BEEN_APPROVED,Ce rapport a été approuvé.,030064cb
THREATENED,Menacée,57ca76f3
TIDE,Marée,9dd490e9
TIME,Heure,2132441e
TIME_PERIOD,Période,0d77489d
TIME_ZONE,Fuseau horaire,abc27841
TIME_ZONE_REQUIRED,Fuseau horaire *,f1ee0610
TIME_ZONE_SELECTED,Fuseau horaire : {0},4a5acdb1
TITLE,Titre,a5f8fc0b
TITLE_OVERVIEW,Aperçu de {0},df4e964c
TITLE_REPORT_PROBLEM,Signaler un problème,340c02c1
TITLE_REQUEST_FEATURE,Demander une fonctionnalité,a4e04b30
TITLE_WELCOME,Bienvenue sur Terraware,66882ae5
TITLE_WELCOME_EXCLAIM,Bienvenue sur Terraware !,6da26087
TO,À,0ec3d25a
TO_NURSERY,À : Pépinière,ef613421
TO_NURSERY_REQUIRED,À : Pépinière *,e9bd2c95
TO_PLANTING_SITE_REQUIRED,À : Site de plantation *,b92a92f0
TO_SUBZONE,À : Sous-zone,9bd85926
TODO,À faire,4d251a21
TOOLTIP_ACCESSIONS_ADD_COLLECTING_SITE,Le lieu où les semences ont été collectées. Il est recommandé de nommer ces lieux en se référant à des repères stables ou à des caractéristiques qui ne changent pas.,c4d2ea0e
TOOLTIP_ACCESSIONS_ADD_PLANT_ID,"L'identifiant unique attribué à une plante à des fins de suivi ou de conservation. Idéalement, les semences provenant d'une plante avec un identifiant de plante sont conservées séparément des autres plantes (non mélangées) dans les collections et accessions.",94eeddbd
TOOLTIP_ACCESSIONS_COLLECTION_SOURCE,Le type de population végétale où les semences sont collectées.,0242bf26
TOOLTIP_ACCESSIONS_HAS_DELIVERIES,L'espèce de cette accession ne peut pas être modifiée car des plants issus de ses semences ont été transplantés sur un site de plantation.,e898bf36
TOOLTIP_ACCESSIONS_ID,"Un identifiant unique pour une collecte de semences acceptée dans une banque de semences. Toute collecte provenant d'une nouvelle espèce, d'un nouvel emplacement et/ou d'une nouvelle date deviendrait généralement une nouvelle accession dans la banque de semences.",7aa7ac12
TOOLTIP_ACCESSIONS_LOCATION,Lieu où les semences sont en cours de traitement.,11d0bd88
TOOLTIP_ACCESSIONS_SUBLOCATION,Zone spécifique à l'intérieur du lieu où les semences sont en cours de traitement.,400750ad
TOOLTIP_BATCH_NUMBER,"Les numéros de lot au format AA-L-N-XXX peuvent être décomposés comme suit : AA = Année, L = 1 (Banque de semences) / 2 (Pépinière), N = numéro de la banque de semences / pépinière, et XXX = lot.",f61706e3
TOOLTIP_COMMON_NAME,"Le nom par lequel un organisme est connu du grand public, plutôt que son nom scientifique.",1f6fe5d2
TOOLTIP_COUNTRY_MY_ACCOUNT,Votre pays influence la façon dont nous affichons les nombres et autres informations.,11f4b5a9
TOOLTIP_DASHBOARD_TOTAL_ACTIVE_ACCESSIONS,"Ce nombre représente toutes les accessions ayant les statuts En attente d’enregistrement, En attente de traitement, En cours de traitement, En cours de séchage et En stockage.",5101036f
TOOLTIP_ECOSYSTEM_TYPE,"Unités relativement vastes de terre ou d’eau contenant un ensemble distinct de communautés naturelles partageant la majorité des espèces, dynamiques et conditions environnementales.",92c6820c
TOOLTIP_GERMINATING_QUANTITY,Germination indique que les plantules ne sont pas encore sorties des semences. La quantité en germination n’est pas comptabilisée dans la quantité totale.,d444f7af
TOOLTIP_INVENTORY_ADD_ACCESSION_ID,L’identifiant de l’accession utilisé pour créer ce lot. Indisponible pour les espèces qui n’ont pas d’accession.,a6a3a0af
TOOLTIP_NOT_READY_QUANTITY,La définition d’une plante « non prête » dépend de votre équipe et est souvent spécifique à l’espèce. Par exemple : taille de la plante ou durée d’acclimatation.,e31e23c4
TOOLTIP_READY_QUANTITY,La définition d’une plante « prête » dépend de votre équipe et est souvent spécifique à l’espèce. Par exemple : taille de la plante ou durée d’acclimatation.,dbed048d
TOOLTIP_SCIENTIFIC_NAME,Le nom latin binomial (genre + espèce) actuellement accepté dans la littérature botanique.,be7a8ced
TOOLTIP_SPECIES_CONSERVATION_CATEGORY,Catégorie de conservation de la Liste rouge de l’UICN.,83da1fe2
TOOLTIP_SPECIES_FAMILY,Le nom scientifique de la famille de la plante actuellement accepté dans la littérature botanique.,53f8846c
TOOLTIP_SPECIES_GROWTH_FORM,"Catégorie structurelle regroupant des individus ou espèces ayant une même forme générale de croissance, sans nécessairement être apparentés.",4ec8ae3e
TOOLTIP_SPECIES_RARE,"Espèces dont les populations sauvages sont limitées, souvent présentes dans des zones géographiques isolées ; elles peuvent répondre aux critères d’espèces en danger ou menacées, mais n’ont pas encore été officiellement inscrites ou évaluées.",c6526253
TOOLTIP_SPECIES_SEED_STORAGE_BEHAVIOR,La capacité des semences à survivre à la dessiccation et à des températures permettant leur conservation ex situ (hors site).,dc34da25
TOOLTIP_TIME_ZONE_MY_ACCOUNT,Nous utilisons les fuseaux horaires pour afficher les notifications à votre heure locale. Sélectionnez le fuseau horaire qui vous concerne.,b02ac37d
TOOLTIP_TIME_ZONE_NURSERY,Nous utilisons les fuseaux horaires pour les notifications et pour déterminer la date correcte pour votre région. Sélectionnez le fuseau horaire applicable à cette pépinière. Tout le travail effectué dans cette pépinière utilisera ce fuseau horaire.,df52f6a7
TOOLTIP_TIME_ZONE_ORGANIZATION,"Nous utilisons les fuseaux horaires pour les notifications et pour déterminer la date correcte pour votre région. Sélectionnez le fuseau horaire applicable à l’ensemble de votre organisation. Vous pouvez sélectionner les fuseaux horaires de vos banques de semences, pépinières et sites de plantation dans les pages de paramètres correspondantes.",5989c53b
TOOLTIP_TIME_ZONE_PLANTING_SITE,Nous utilisons les fuseaux horaires pour les notifications et pour déterminer la date correcte pour votre région. Sélectionnez le fuseau horaire applicable à ce site de plantation spécifique. Tout le travail effectué sur ce site de plantation utilisera ce fuseau horaire.,e474775a
TOOLTIP_TIME_ZONE_SEEDBANK,Nous utilisons les fuseaux horaires pour les notifications et pour déterminer la date correcte pour votre région. Sélectionnez le fuseau horaire applicable à cette banque de semences. Tout le travail effectué dans cette banque de semences utilisera ce fuseau horaire.,1b3db070
TOOLTIP_TOTAL_QUANTITY,La quantité totale est la somme des quantités prêtes et non prêtes.,0da12307
TOOLTIP_TOTAL_WITHDRAWN,Nombre total de plants retirés pour toute raison.,2de74db3
TOOLTIP_VIABILITY_TEST_AGAR_PETRI_DISH,Une boîte contenant un milieu de culture à base d’agar solidifié.,7391d8f5
TOOLTIP_VIABILITY_TEST_CHEMICAL,Traitement des semences avec une hormone de croissance végétale ou un autre produit chimique pour lever la dormance physiologique.,b836cc92
TOOLTIP_VIABILITY_TEST_FRESH,Semences récemment collectées et non stockées dans la banque de semences ; recommandé pour établir une référence de viabilité pour une nouvelle accession.,66542dca
TOOLTIP_VIABILITY_TEST_MEDIA_MIX,Un mélange de substances à travers lesquelles les racines poussent et extraient l’eau et les nutriments ; peut contenir l’un des milieux ci-dessous.,ab607ecf
TOOLTIP_VIABILITY_TEST_MOSS,"Une petite plante non vasculaire et sans fleurs, pouvant être stérilisée et utilisée comme milieu de culture à forte capacité de rétention d’humidité.",166b6129
