key_name,en,comment
SDG_16,"16. Peace, Justice, and Strong Institutions.",
SDG_17,17. Partnerships for the Goals,
SEARCH,Search,
SEARCH_BY_NAME_OR_FAMILY,Search by name or family...,
SEARCH_OR_SELECT,Search or Select...,
SECTION_OWNER_ASSIGNED,Section Owner Assigned,
SECTIONS_USED,Sections Used,
SEE_ALL_ACCESSIONS,See All Accessions,
SEE_ALL_MODULES,See All Modules,
SEE_IC_VOTES,See IC Votes,
SEE_PROJECT_DETAILS,See Project Details,
SEE_SCORECARD,See Scorecard,
SEE_WITHDRAWAL_HISTORY,See Withdrawal History,
SEED,Seed,
SEED_BANK,Seed Bank,
SEED_BANK_ADDED,Seed Bank added.,
SEED_BANK_INTERNET,Seed Bank Internet,
SEED_BANK_NOTES,Additional Seed Bank Notes,
SEED_BANKS,Seed Banks,
SEED_BANKS_CARD_DESCRIPTION,How do you process and store your seeds? Add seed banks to your organization.,
SEED_COLLECTION,Seed Collection,
SEED_COLLECTION_DETAIL,Seed Details,
SEED_COLLECTION_DETAIL_DESC,Enter this accession’s seed information below.,
SEED_COUNT,Seed Count,
SEED_DASHBOARD,Seed Dashboard,
SEED_QUANTITY_BY,Seed Quantity By,
SEED_STORAGE_BEHAVIOR,Seed Storage Behavior,
SEED_TYPE,Seed Type,
SEED_WEIGHT,Seed Weight,
SEEDLING_BATCH,Seedling Batch,
SEEDLINGS,Seedlings,
SEEDLINGS_BATCHES,Seedlings Batches,
SEEDLINGS_PLURAL,seedlings,
SEEDLINGS_SENT,Seedlings Sent,
SEEDLINGS_SINGULAR,seedling,
SEEDS,Seeds,
SEEDS_GERMINATED,Seeds Germinated,
SELECT,Select...,
SELECT_ACCESSIONS_FOR_PROJECT,Select Accessions for {0},
SELECT_ACCESSIONS_FOR_PROJECT_DESCRIPTION,Use the checkbox column to select accessions that you’d like to add to {0}.,
SELECT_BATCHES,Select Batches,
SELECT_BUTTON,Select,
SELECT_EXISTING_PROJECT,Select Existing Project,
SELECT_PLANTING_SITE_TYPE,Select Planting Site Type,
SELECT_PLANTING_SITE_TYPE_DESCRIPTION_1,Please select which type of planting site to add.,
SELECT_PLANTING_SITE_TYPE_DESCRIPTION_2,Detailed sites allow you to track the location of plants within the site and perform live/dead monitoring. Simple sites allow you to track how many and which species of plants have been planted on the site.,
SELECT_PLANTING_SITE_TYPE_DESCRIPTION_3,"Please note that if you create a simple site, you won’t be able to change it to a detailed site later on.",
SELECT_PLANTING_SITES_FOR_PROJECT,Select Planting Sites for {0},
SELECT_PLANTING_SITES_FOR_PROJECT_DESCRIPTION,Use the checkbox column to select planting sites that should be added to {0}.,
SELECT_PROJECT,Select Project,
SELECT_SEED_BANK,Select Seed Bank,
SELECT_SEED_BANK_INFO,Accessions require a seed bank storage location. Please select a seed bank.,
SELECT_SEEDLINGS_BATCHES_FOR_PROJECT,Select Seedling Batches for {0},
SELECT_SEEDLINGS_BATCHES_FOR_PROJECT_DESCRIPTION,Use the checkbox column to select seedling batches that should be added to {0}.,
SELECT_VOTE,Select Vote,
SELECTED_SPECIES_IN_USE,Selected species are all in use and cannot be deleted.,
SELECTED_SPECIES_UNUSED,Selected species are not in use and can be deleted.,
SEND_REQUEST,Send Request,
SENSOR_KIT,Sensor Kit,
SENSOR_KIT_ID_PLACEHOLDER,XXXXXX,
SENSOR_KIT_SET_UP_COMPLETE,Setup Complete!,
SENSOR_KIT_SET_UP_COMPLETE_DESCRIPTION,You will now be able to view solar battery charge and sensor data in your sensor monitoring dashboard.,
SENSOR_KIT_SET_UP_DESCRIPTION,"If your seed bank has a sensor kit, let's set it up below.",
SENSOR_KIT_SET_UP_DETECT_SENSORS,Detect Sensors,
SENSOR_KIT_SET_UP_DETECT_SENSORS_DESCRIPTION,"To power on sensors, remove the paper tabs blocking the batteries. When sensors are powered on and within range, they'll be detected by the device manager automatically.",
SENSOR_KIT_SET_UP_DEVICE_MANAGER,Install Device Manager Update,
SENSOR_KIT_SET_UP_DEVICE_MANAGER_DESCRIPTION,"To detect your sensors, the device manager in your sensor kit needs to download the latest code; this may take up to 20 minutes. The download starts the moment your sensor kit is connected to the internet, so this step might alread be complete.",
SENSOR_KIT_SET_UP_PV_SYSTEM,Select PV System,
SENSOR_KIT_SET_UP_PV_SYSTEM_DESCRIPTION,Our seed banks support multiple types of PV systems; select which one you have so that we can accurately display battery charge.,
SENSOR_KIT_SET_UP_SENSOR_KIT_ID,Enter Sensor Kit ID,
SENSOR_KIT_SET_UP_SENSOR_KIT_ID_DESCRIPTION,Find your sensor kit ID on the outside of your sensor kit. This will connect the Device Manager inside the kit to our database.,
SENSOR_KIT_SET_UP_SENSOR_LOCATIONS,Assign Sensor Locations,
SENSOR_KIT_SET_UP_SENSOR_LOCATIONS_DESCRIPTION,Your sensor kit includes 14 temperature/humidity sensors. Please put one sensor in each location. Select which sensor you put in each location using the dropdown.,
SENSOR_KIT_SET_UP_TIME,This may take up to 30 minutes.,
SENSOR_KIT_SET_UP_TITLE,Let's Set Up Your Sensor Kit!,
SENSOR_LOCATION_ERROR,Each location much have one sensor assigned to it.,
SENSOR_SCAN_TIMEOUT,Sensor Scan Timeout,
SENSOR_SCAN_TIMEOUT_ERROR,"Only {0}/{1} sensors were found. Please make sure all sensors are powered on and within range, then try again. If this problem persists, you might have broken sensors; if you think that's the case, email us at {2}.",
SENSORS_FOUND,{0}/{1} sensors found...,
SERVER_ERROR,Server Error,
SESSION_HAS_ENDED,Session has ended.,
SESSION_HAS_NOT_STARTED,Session has not started.,
SESSION_IS_IN_PROGRESS,Session is in progress.,
SESSION_IS_STARTING_SOON,Session is starting soon.,
SESSION_SLIDES,Session Slides,Link text for the slide deck for an informational session.
SET_PLANTING_COMPLETE,Planting Complete,
SET_REMINDER,Set Reminder,
SET_UP,Set Up,
SET_UP_YOUR_SENSOR_KIT,Set Up Your Sensor Kit,
SET_UP_YOUR_SENSOR_KIT_MSG,"If your seed bank was built by Terraformation, it is equipped with a sensor kit that you can remotely monitor things like the seed bank's temperature and humidity. To set this up, you'll need to connect your seed bank to the Terraware web app. This may take up to 30 minutes.",
SETTINGS,Settings,
SHRUB,Shrub,
SHRUB_TREE,Shrub or Tree,
SILVOPASTURE,Silvopasture,
SIMPLE_SITE,Simple Site,
SINGLE_SPECIES_MORTALITY_RATE_MESSAGE,"You have only 1 species with a mortality rate right now. Once there are more, the species with the lowest mortality rate will appear.",
SINGLE_ZONE_MORTALITY_RATE_MESSAGE,"You have only 1 zone with a mortality rate right now. Once there are more, the zone with the lowest mortality rate will appear.",
SITE,Site,
SITE_BOUNDARY,Site Boundary,
SITE_BOUNDARY_ABSENT_WARNING,Please draw a site boundary.,
SITE_BOUNDARY_DESCRIPTION_0,Draw the site boundary of your planting site below. All plantable areas within your project must be contained within the site boundary.,
SITE_BOUNDARY_DESCRIPTION_1,Use the drawing tool {0} to draw the boundary of the planting site. [Watch a tutorial] about drawing site boundaries.,
SITE_BOUNDARY_DESCRIPTION_2,"The site boundary should fit in a bounding box of less than or equal to 20,000 hectares. If it is larger, consider splitting the site into multiple planting sites.",
SITE_BOUNDARY_DESCRIPTION_3,Zoom in to the location of the planting site. Then click on areas of the map to add points for the site boundary. Complete the boundary by either double-clicking or by clicking on the starting point again.,
SITE_BOUNDARY_DESCRIPTION_4,"To change the site boundary shape, click on the shape to change the points. To remove the shape, click the {0} button.",
SITE_BOUNDARY_DESCRIPTION_WARN,"The boundary should fit in a bounding box of less than or equal to 20000 hectares, otherwise consider splitting the site into multiple planting sites.",
SITE_BOUNDARY_ERRORS,There are errors in the site boundary.,
SITE_BOUNDARY_POLYGON_TOO_LARGE,Boundary with area {0} hectares exceeds {1} hectares.,
SITE_BOUNDARY_POLYGON_TOO_SMALL,Boundary with area {0} hectares is smaller than 100m x 100m.,
SITE_BOUNDARY_SIMPLE_SITE_NOTE,"Note: By default, Simple Sites will include only one Zone and one Subzone that comprise the entire planting site.",
SITE_BOUNDING_AREA_TOO_LARGE,Bounding area {0} hectares is too large.,
SITE_DETAIL,Site Detail,
SITE_EDIT_DISABLED_TOOLTIP,Planting site is currently a draft - only the site’s creator can edit.,
SITE_EDITOR_USE_DESKTOP,This feature is only available from the desktop application.,
SITE_EXCLUSION_AREAS_DESCRIPTION_0,"Areas within the site boundary that are not plantable should be excluded. These exclusion areas will be removed from plantable area calculations and will not be monitored as a part of routine site observation. Example locations that should be excluded include roads, bodies of water, and outbuildings.",
SITE_EXCLUSION_AREAS_DESCRIPTION_1,Draw the boundaries of the exclusion areas of the planting site below. Use the drawing tool {0} to draw the exclusion areas of the planting site. [Watch a tutorial] about drawing exclusion areas. Skip this step if there are no areas to exclude.,
SITE_EXCLUSION_AREAS_DESCRIPTION_2,Exclude areas of the planting site by drawing shapes within or overlapping the planting site boundary. Complete the exclusion area shapes by either double-clicking or by clicking on the starting point again.,
SITE_EXCLUSION_AREAS_OPTIONAL,Exclusion Areas (Optional),
SITE_EXCLUSION_ERRORS,There are errors in the exclusion boundary.,
SITE_LOCATION,Site Location,
SITE_MAP,Site Map,
SITE_SUBZONE_BOUNDARIES,Subzone Boundaries,
SITE_SUBZONE_BOUNDARIES_DESCRIPTION_0,Each Zone of your planting site is divided into one or more Subzones. A Subzone is the smallest area to which seedlings can be allocated during planting. Subzones should be sized such that the entirety of the Subzone can be planted during a single planting season. Subzones are generally 50-200 hectares.,
SITE_SUBZONE_BOUNDARIES_DESCRIPTION_1,"Draw the Subzones of your planting site below. First, select a Zone in which to create Subzones. Use the slice tool {0} to create Subzone shapes (polygons) within the Zones. [Watch a tutorial] about adding Subzone boundaries.",
SITE_SUBZONE_BOUNDARIES_SELECT_A_ZONE,Select a zone to create Subzones.,
SITE_SUBZONE_BOUNDARIES_SELECTED_ZONE,Zone {0} is currently selected for creating Subzones.,
SITE_SUBZONE_BOUNDARIES_TOO_SMALL,One or more Subzones have a boundary smaller than 25m x 25m,
SITE_SUBZONE_BOUNDARY_TOO_SMALL,Subzone boundary smaller than 25m x 25m,
SITE_WITH_NAME_EXISTS,Site with this name already exists.,
SITE_ZONE_BOUNDARIES,Zone Boundaries,
SITE_ZONE_BOUNDARIES_DESCRIPTION_0,"A Zone is a stratum (vegetation layer) of the planting site where planting and growing conditions are similar. Each planting site must have at least one zone and usually no more than five. An example of a Zone is the slope of an east-facing hill, where sunlight and soil conditions are similar.",
SITE_ZONE_BOUNDARIES_DESCRIPTION_1,Draw the Zones of your planting site below. Use the slice tool {0} to create polygons within the site boundaries for Zones. [Watch a tutorial] about adding Zone boundaries.,
SITE_ZONE_BOUNDARIES_SIZE,Zones should have a minimum size of 100m x 100m.,
SITE_ZONE_BOUNDARIES_TOO_SMALL,One or more zones have a boundary smaller than 100m x 100m,
SITE_ZONE_BOUNDARY_TOO_SMALL,Zone boundary smaller than 100m x 100m,
SITE_ZONE_NAMES_MISSING,On or more zones are missing names. Click on a zone to edit its name.,
SKIP,Skip,
SOAK,Soak,
SOCIAL_IMPACT,Social Impact,
SOCIAL_IMPACT_INSTRUCTIONS,"List the direct benefits of the project to the local community. Specific benefits may include the impact on livelihoods; community education and training; access to safe water; support to youth, women, and/or minority groups; and other socioeconomic and community benefits of the project. Please include the specific indicators you are using to measure community impact and the results you have monitored over time. (One-half page maximum.)",
SOCIAL_IMPACT_REQUIRED,Social Impact and Community Benefits *,
SOIL,Soil,
SOMETHING_WENT_WRONG,Something went wrong.,
SOMETHING_WENT_WRONG_MESSAGE,"If you’re having trouble using Terraware, please report any issues you’re having and we’ll make it right.",
SOMETHING_WENT_WRONG_TITLE,Something went wrong...,
SPECIES,Species,
SPECIES_APPROVED,Species Approved,
SPECIES_CARD_DESCRIPTION,View the Species that are referenced by your Seed and Plant entries.,
SPECIES_DESCRIPTION,"Manage your organization’s species list for planning, operation and reporting.",
SPECIES_EMPTY_MSG_BODY,Enter species that you collect or plant now to simplify your experience when you’re out in the field.,
SPECIES_IMPORT_COMPLETE,Species data import complete!,
SPECIES_LIST,Species List,
SPECIES_LIST_DELIVERABLE_ADD_SPECIES_ACTIVE_DELIVERABLE_INFO,Adding this species to this project will reset the status of your active species deliverable. You will need to resubmit the deliverable for approval.,
SPECIES_LIST_DELIVERABLE_ADD_SPECIES_RECENT_DELIVERABLE_INFO,Adding this species to this project will reset the status of your most recent species deliverable. You will need to resubmit the deliverable for approval.,
SPECIES_NAME,Species Name,
SPECIES_NOT_ACCEPTED,Species Not Accepted,
SPECIES_OBSERVED,Species Observed,
SPECIES_PROBLEM_NAME_IS_SYNONYM,Name Is Synonym,
SPECIES_PROBLEM_NAME_MISSPELLED,Name Misspelled,
SPECIES_PROBLEM_NAME_NOT_FOUND,Name Not Found,
SPECIES_REQUIRED,Species *,
SPECIES_SELECTED,Species Selected,
SPECIES_USAGE,Species Usage,
STAFF,Staff,
STAKEHOLDERS_AND_COMMUNITY_IMPACT,Stakeholders and Community Impact,
START,Start,
START_DATE,Start Date,
START_DATE_REQUIRED,Start Date *,
START_NEW_APPLICATION,Start New Application,
START_OVER,Start Over,
START_OVER_CONFIRMATION,Are you sure?,
START_OVER_WARNING,"Site boundary, exclusion area, zone and subzone boundaries will be cleared, and you will need to provide the information again.",
STARTED,Started: {0},
STATE,State,
STATE_PROVINCE_REGION,State/Province/Region,
STATE_REQUIRED,State *,
STATS_WARNING_DESCRIPTION_1,Observation statistics were calculated after this subzone was marked as Planting Complete.,
STATS_WARNING_DESCRIPTION_2,Undoing the Planting Complete status will delete those statistics. Are you sure you want to undo?,
STATUS,Status,
STATUS_WITH_STATUS,Status: {0},
STORAGE,Storage,
STORED,Stored,
STORING,Storing,
STRATIFICATION,Stratification,
SUB_LOCATION,Sub-Location,
SUB_LOCATION_DETAILS,Sub-Location Details,
SUB_LOCATION_EXISTS,This sub-location already exists,
SUB_LOCATIONS,Sub-Locations,
SUBMIT,Submit,
SUBMIT_APPLICATION,Submit Application,
SUBMIT_DOCUMENT,Submit Document,
SUBMIT_FOR_APPROVAL,Submit for Approval,
SUBMIT_PRESCREEN,Submit Pre-screen,
SUBMIT_PRESCREEN_CONFIRMATION,You are about to submit your Pre-screen.,
SUBMIT_QUESTIONNAIRE_CONFIRMATION,Are you sure you want to submit this questionnaire for approval?,
SUBMITTED,Submitted,
SUBMITTED_BY,Submitted By,
SUBSET_COUNT,Subset Count,
SUBSET_WEIGHT,Subset Weight,
SUBSET_WEIGHT_ERROR,Subset weight should be less than seed weight,
SUBSET_WEIGHT_REQUIRED,You must enter in a subset weight and count in order to determine approximate seed count when withdrawing to a nursery. This can be done by editing the quantity of this accession.,
SUBSHRUB,Subshrub,
SUBSTRATE,Substrate,
SUBSTRATE_AFTER,Substrate (After),
SUBSTRATE_BEFORE,Substrate (Before),
SUBSTRATE_NOTES,Substrate Notes,
SUBTITLE_APPLICATION_GET_STARTED,"To get started, please create your Organization now. Once you create your Organization you will be asked to fill out a pre-screen form to determine your project's eligibility.",
SUBTITLE_GET_STARTED,"To get started, please create your organization now. You'll also be able to set up and manage information on people and species.",
SUBZONE,Subzone,
SUBZONE_BOUNDARIES,Subzone Boundaries,
SUBZONE_NAME_IN_USE,Subzone name is already in use.,
SUBZONE_PLANTING_COMPLETED_SUCCESS,Subzone(s) marked as Planting Complete.,
SUBZONE_PLANTING_UNCOMPLETED_SUCCESS,Subzone(s) marked as Planting Incomplete.,
SUBZONE_REQUIRED,Subzone *,
SUBZONES,Subzones,
SUCCESS,Success,
SUCCESS_STORIES,Success Stories,
SUCCESS_STORIES_INSTRUCTIONS,Provide a concise narrative of one to two personalized success stories. (One-half page maximum.),
SUCCESS_STORIES_REQUIRED,Success Stories *,
SUCCESSIONAL_GROUP,Successional Group,
SUCCESSIONAL_GROUP_EARLY_SECONDARY,Early Secondary,
SUCCESSIONAL_GROUP_LATE_SECONDARY,Late Secondary,
SUCCESSIONAL_GROUP_MATURE,Mature,
SUCCESSIONAL_GROUP_PIONEER,Pioneer,
SUGGESTION,Suggestion,
SUMMARY,Summary,
SUMMARY_OF_PROGRESS,Summary of Progress,
SUMMARY_OF_PROGRESS_DESCRIPTION,Give a brief summary of this project.,
SUMMARY_OF_PROGRESS_REQUIRED,Summary of Progress *,
SUPPLEMENTAL_FILES,Supplemental Files,
SUSTAINABLE_DEVELOPMENT_GOALS,Sustainable Development Goals,
SUSTAINABLE_TIMBER,Sustainable Timber,
TABLE_OF_CONTENTS,Table of Contents,
TABLE_SELECT_ALL_ROWS,Select all {0} rows.,
TABLE_SELECT_NONE,Clear selection.,
TABLE_SELECTED_ROW,{0} row selected.,
TABLE_SELECTED_ROW_ACROSS_PAGES,{0} row selected across {1} pages.,
TABLE_SELECTED_ROWS,{0} rows selected.,
TABLE_SELECTED_ROWS_ACROSS_PAGES,{0} rows selected across {1} pages.,
TAKE_ME_THERE,Take Me There,
TARGET_DENSITY_PLANTS_PER_HECTARE,Target: {0} Plants/ha,
TARGET_HECTARES_PLANTED,Target: {0} Hectares,
TARGET_PLANTING_DENSITY,Target Planting Density,
TARGET_PLANTING_DENSITY_TOOLTIP,Target planting density for zone (plants per hectare).,
TEMPERATURE_AND_HUMIDITY_SENSOR_DATA,Temperature & Humidity Sensor Data,
TEMPLATE,Template,
TEMPLATES,Templates,
TEMPORARY,Temporary,
TERRAFORMATION_CONTACT,Terraformation Contact,
TERRAWARE_IS_SOFTWARE,"Terraware is specialized software, created by [Terraformation], that enables foresters to optimize any stage of their forestry projects, from seed collection to carbon calculation.",
TEST,Test,
TEST_DATE_REQUIRED,Test Date *,
TEST_METHOD,Test Method,
TEST_METHOD_REQUIRED,Test Method *,
TEST_TYPE,Test Type,
TESTING_STAFF,Testing Staff,
THANK_YOU_FOR_CONTACTING_SUPPORT,Thank you for contacting Terraware Support. Your request has been received. Your request ID is {0}.,
THANK_YOU_FOR_USING_TERRAWARE,Thank you for using Terraware!,
THERE_ARE_NO_SPECIES_ADDED_TO_THIS_PROJET_YET,There are no species added to this Project yet.,
THIS_DELIVERABLE_HAS_BEEN_APPROVED,This deliverable has been approved. The list of species and their status may change as subsequent species list deliverables are submitted.,
THIS_MODULE_CONTAINS,This module contains:,
THIS_OBSERVATION_INCLUDES,This observation includes the following subzones:,
TIME,Time,
TIME_PERIOD,Time Period,
TIME_ZONE,Time Zone,
TIME_ZONE_REQUIRED,Time Zone *,
TIME_ZONE_SELECTED,Time zone: {0},
TITLE,Title,
TITLE_OVERVIEW,{0} Overview,
TITLE_REPORT_PROBLEM,Report a Problem,
TITLE_REQUEST_FEATURE,Request a Feature,
TITLE_WELCOME,Welcome to Terraware,
TO,To,
TO_NURSERY,To: Nursery,
TO_NURSERY_REQUIRED,To: Nursery *,
TO_PLANTING_SITE_REQUIRED,To: Planting Site *,
TO_SUBZONE,To: Subzone,
TODO,To Do,
TOOLTIP_ACCESSIONS_ADD_COLLECTING_SITE,The place where seeds were collected. It is recommended to name these referencing stable landmarks or features that do not change.,
TOOLTIP_ACCESSIONS_ADD_PLANT_ID,The unique identifier given to a plant for tracking or conservation purposes. Ideally seeds from a plant with a plant ID are kept separate from other plants (not pooled together) in collections and accessions.,
TOOLTIP_ACCESSIONS_COLLECTION_SOURCE,The type of plant population where seeds are collected.,
TOOLTIP_ACCESSIONS_HAS_DELIVERIES,This accession's species cannot be changed because plants from its seeds have been planted at a planting site.,
TOOLTIP_ACCESSIONS_ID,"A unique identifier for a seed collection accepted into a seed bank. Any collection from a new species, location, and/or date would typically become a new accession in the seed bank.",
TOOLTIP_ACCESSIONS_LOCATION,Place where seeds are being processed.,
TOOLTIP_ACCESSIONS_SUBLOCATION,Specific area within the place where seeds are being processed.,
TOOLTIP_BATCH_NUMBER,"Batch numbers with the format YY-L-N-XXX can be can be broken down as: YY = Year, L = 1 (Seed Bank) / 2 - (Nursery), N = Seed Bank / Nursery number, and XXX = Batch.",
TOOLTIP_COMMON_NAME,"The name an organism is known by to the general public, rather than its scientific name.",
TOOLTIP_COUNTRY_MY_ACCOUNT,Your country affects how we display numbers and other information.,
TOOLTIP_DASHBOARD_TOTAL_ACTIVE_ACCESSIONS,"This number represents all accessions with the statuses Awaiting Check In, Awaiting Processing, Processing, Drying, and In Storage.",
TOOLTIP_ECOSYSTEM_TYPE,"Relatively large units of land or water containing a distinct assemblage of natural communities sharing a large majority of species, dynamics, and environmental conditions.",
TOOLTIP_GERMINATING_QUANTITY,Germinating indicates that seedlings have not yet emerged from seeds. Germinating quantity does not count toward the total quantity.,
TOOLTIP_INVENTORY_ADD_ACCESSION_ID,The ID of the accession used to create this batch.  Unavailable for species that don't have any accessions.,
TOOLTIP_NOT_READY_QUANTITY,What determines a plant as “not ready” is up to your team and is often species specific. For example: size of plant or amount of time acclimated.,
TOOLTIP_READY_QUANTITY,What determines a plant as “ready” is up to your team and is often species specific. For example: size of plant or amount of time acclimated.,
TOOLTIP_SCIENTIFIC_NAME,The binomial Latin name (genus + species) currently accepted in the botanical literature.,
TOOLTIP_SPECIES_CONSERVATION_CATEGORY,IUCN Red List conservation category.,
TOOLTIP_SPECIES_FAMILY,The scientific name of the plant family currently accepted in the botanical literature.,
TOOLTIP_SPECIES_GROWTH_FORM,A structural category consisting of individuals or species of the same general habit of growth but not necessarily related.,
TOOLTIP_SPECIES_RARE,"Species with limited wild population sizes, often found in isolated geographical locations; may meet criteria for endangered or threatened status but have not yet been legally listed or assessed.",
TOOLTIP_SPECIES_SEED_STORAGE_BEHAVIOR,The capacity of seeds to survive desiccation and temperatures to levels necessary for ex site (off site) storage.,
TOOLTIP_TIME_ZONE_MY_ACCOUNT,We use time zones to display notifications in your local time. Select the time zone that applies to you.,
TOOLTIP_TIME_ZONE_NURSERY,We use time zones for notifications and to determine the correct date for your region. Select the time zone that applies to this nursery. All work done in this nursery will use this time zone.,
TOOLTIP_TIME_ZONE_ORGANIZATION,"We use time zones for notifications and to determine the correct date for your region. Select the time zone that applies to your organization as a whole. You can select time zones for your seed banks, nurseries, and planting sites in each of their settings pages.",
TOOLTIP_TIME_ZONE_PLANTING_SITE,We use time zones for notifications and to determine the correct date for your region. Select the time zone that applies to this specific planting site. All work done in this planting site will use this time zone.,
TOOLTIP_TIME_ZONE_SEEDBANK,We use time zones for notifications and to determine the correct date for your region. Select the time zone that applies to this seed bank. All work done in this seed bank will use this time zone.,
TOOLTIP_TOTAL_QUANTITY,Total quantity is the sum of the not ready and ready quantities.,
TOOLTIP_TOTAL_WITHDRAWN,The total number of plants withdrawn for any purpose.,
TOOLTIP_VIABILITY_TEST_AGAR_PETRI_DISH,A dish that contains a growth medium of solidified agar.,
TOOLTIP_VIABILITY_TEST_CHEMICAL,Treating seeds with a plant growth hormone or other chemical to break physiological dormancy.,
TOOLTIP_VIABILITY_TEST_FRESH,Seeds which were recently collected and have not been stored in the seed bank; recommended to establish a baseline of viability for a new accession.,
TOOLTIP_VIABILITY_TEST_MEDIA_MIX,A mix of substances through which roots grow and extract water and nutrients; may contain any of the media below.,
TOOLTIP_VIABILITY_TEST_MOSS,"A small non-flowering, non-vascular plant which can be sterilized and used as a growth medium with high moisture retaining capacity.",
TOOLTIP_VIABILITY_TEST_NURSERY_MEDIA,"A substance through which roots grow and extract water and nutrients in a pot, tray, or other nursery container.",
TOOLTIP_VIABILITY_TEST_PAPER_PETRI_DISH,A dish that contains a growth medium of germination paper.,
TOOLTIP_VIABILITY_TEST_PERLITE_VERMICULITE,Lightweight sand substitutes for soilless potting mixes which are often used to improve aeration and texture in potting soil and garden soil mixtures.,
TOOLTIP_VIABILITY_TEST_SAND,"A loose granular substance resulting from the erosion of siliceous and other rocks and forming a major constituent of beaches, riverbeds, the seabed, and deserts.",
TOOLTIP_VIABILITY_TEST_SAND_PETRI_DISH,A dish that contains a growth medium of sand.,
TOOLTIP_VIABILITY_TEST_SCARIFY,"Weakening, opening, or otherwise altering the seed coat to make it permeable to water, to break physical dormancy.",
TOOLTIP_VIABILITY_TEST_SEED_TYPE,Condition of seeds to be tested for viability.,
TOOLTIP_VIABILITY_TEST_SOAK,"A process of imbibing a seed by immersing the seed in water, to break physical dormancy.",
TOOLTIP_VIABILITY_TEST_SOIL,"A black or dark brown material typically consisting of a mixture of organic remains, clay, and rock particles.",
TOOLTIP_VIABILITY_TEST_STORED,Seeds which have been stored for any length of time; recommended to monitor viability over time in order to use seeds before viability is lost in storage.,
TOOLTIP_VIABILITY_TEST_STRATIFICATION,"A process of exposing seeds to alternating temperatures, simulating natural conditions that seeds would experience, to break physiological dormancy.",
TOOLTIP_VIABILITY_TEST_SUBSTRATE,"The surface or material that an organism lives, grows, or obtains its nourishment from.",
TOOLTIP_VIABILITY_TEST_TREATMENT,"The biological, physical and chemical agents and techniques used to break dormancy and/or speed germination.",
TOTAL,Total,
TOTAL_ACTIVE_ACCESSIONS,Total Active Accessions,
TOTAL_AVERAGE_SCORE,Total Average Score,
TOTAL_CARBON_T,Total Carbon (t),
TOTAL_EXPANSION_POTENTIAL,Total Expansion Potential (ha),
TOTAL_NUMBER_OF_PLANTS,Total Number of Plants,
TOTAL_NUMBER_OF_PLANTS_PROPAGATED,Total Number of Plants Propagated,
TOTAL_NUMBER_OF_PLANTS_PROPAGATED_FOR_PROJECT,Plants Propagated for {0},
TOTAL_PLANTED,Total Planted,
TOTAL_PLANTED_AREA_HA,Total Planted Area (Ha) *,
TOTAL_PLANTED_REQUIRED,Total Planted *,
TOTAL_PLANTING_SITE_AREA_HA,Total Planting Site Area (Ha) *,
TOTAL_PLANTS_AND_SPECIES,Total Plants and Species,
TOTAL_PLANTS_OBSERVED,Total Plants Observed,
TOTAL_PLANTS_PLANTED,Total Plants Planted *,
TOTAL_PLANTS_PLANTED_HELPER_TEXT,Species not classified as “trees” in the species list.,
TOTAL_QUANTITY,Total Quantity,
TOTAL_QUANTITY_MOVED,Total Quantity Moved,
TOTAL_READY_QUANTITY,Total Ready Quantity,
TOTAL_SEED_COUNT,Total Seed Count,
TOTAL_SEEDLINGS_SENT,Total Seedlings Sent,
TOTAL_SEEDS_GERMINATED,Total Seeds Germinated,
TOTAL_SEEDS_GERMINATED_ERROR,Germinated amount should not be more than tested amount.,
TOTAL_SEEDS_STORED,Total Number of Seeds Stored,
TOTAL_SEEDS_STORED_FOR_PROJECT,Seeds Stored for {0},
TOTAL_SEEDS_TESTED,Total Seeds Tested,
TOTAL_SEEDS_TESTED_ERROR,Seeds tested should not be more than remaining seeds,
TOTAL_TREES_PLANTED,Total Trees Planted *,
TOTAL_TREES_PLANTED_HELPER_TEXT,Species classified as “trees” in the species list.,
TOTAL_WEIGHT,Total Weight,
TOTAL_WITHDRAW,Total Withdraw,
TOTAL_WITHDRAWN,Total Withdrawn,
TOTAL_WITHDRAWN_COUNT,Total Withdrawn (seeds),
TOTAL_WITHDRAWN_WEIGHT_GRAMS,Total Withdrawn (g),
TOTAL_WITHDRAWN_WEIGHT_KILOGRAMS,Total Withdrawn (kg),
TOTAL_WITHDRAWN_WEIGHT_MILLIGRAMS,Total Withdrawn (mg),
TOTAL_WITHDRAWN_WEIGHT_OUNCES,Total Withdrawn (oz),
TOTAL_WITHDRAWN_WEIGHT_POUNDS,Total Withdrawn (lb),
TREATMENT,Treatment,
TREATMENT_AFTER,Treatement (After),
TREATMENT_BEFORE,Treatment (Before),
TREE,Tree,
TRUNCATED_TEXT_MORE_LINK,more,
TRY_AGAIN,Try Again,
TUTORIAL_PREFIX,Tutorial: {0},
TWENTY_FIVE_TO_FIFTY_PERCENT,25% to 50%,
TYPE,Type,
TYPE_ELLIPSIS,Type...,
UNABLE_TO_ADD_PERSON,Unable to Add Person,
UNABLE_TO_CONNECT_TO_SENSOR_KIT,We were unable to connect to your sensor kit. Sometimes this is because it is not connected to power or internet. Please email {0} so we can assist you.,
UNABLE_TO_LOAD_NOTIFICATIONS,Unable to load notifications. Try again later.,
